iter	Logloss
141	0.002568353548
142	0.002553868121
143	0.002524115031
144	0.002503264009
145	0.002489791029
146	0.002456695842
147	0.002424379283
148	0.00240863759
149	0.002376737878
150	0.002365012428
151	0.002338455876
152	0.002307134519
153	0.002271223336
154	0.002244739622
155	0.002230249317
156	0.002207902557
157	0.002193990843
158	0.002158811691
159	0.002149407107
160	0.002133695081
161	0.002120308279
162	0.002092517939
163	0.002075183522
164	0.002043435402
165	0.002021100926
166	0.002007881715
167	0.001994137215
168	0.001983271188
169	0.001966386077
170	0.001957009655
171	0.00194540062
172	0.001929365096
173	0.001916479685
174	0.001906769869
175	0.001890642006
176	0.001877516904
177	0.00185622493
178	0.001839254936
179	0.001832866455
180	0.001812368315
181	0.001801609534
182	0.001789194246
183	0.001764258533
184	0.001747399257
185	0.001740260818
186	0.001728503695
187	0.001721903901
188	0.001714851748
189	0.001708234174
190	0.001697687573
191	0.001680083639
192	0.0016671827
193	0.001648044603
194	0.001638860679
195	0.001618209981
196	0.001600817978
197	0.001589500756
198	0.00157851387
199	0.001564887017
200	0.001559297435
201	0.001553245173
202	0.001544093093
203	0.001538252588
204	0.00152405754
205	0.0015128005
206	0.001507386327
207	0.001495009573
208	0.001482917164
209	0.001472278401
210	0.001455794237
211	0.001439400317
212	0.001425929716
213	0.001409388463
214	0.001405145331
215	0.001398045395
216	0.001383508195
217	0.001375526891
218	0.001361909496
219	0.001355060217
220	0.001343838202
221	0.001338799846
222	0.001325736279
223	0.001316794626
224	0.001310708227
225	0.001302317414
226	0.001294269825
227	0.001288702008
228	0.001285829675
229	0.001278103391
230	0.001273730035
231	0.001267717112
232	0.001258973506
233	0.001247093914
234	0.001241901815
235	0.001236369383
236	0.001231314487
237	0.001225635833
238	0.001222141297
239	0.001217504727
240	0.001205888588
241	0.001201938719
242	0.001199404836
243	0.001190320846
244	0.001180041287
245	0.001174913976
246	0.001169313658
247	0.001163329709
248	0.001157439501
249	0.001151501518
250	0.001146323077
251	0.001141621378
252	0.001139518182
253	0.001129421796
254	0.001126678837
255	0.001117694689
256	0.001109962765
257	0.001102376749
258	0.001098759352
259	0.001088698844
260	0.001077911203
261	0.001075054075
262	0.001065938806
263	0.001061381924
264	0.00105645589
265	0.001049288249
266	0.001044524786
267	0.001036584272
268	0.001030193066
269	0.00102364658
270	0.001021418271
271	0.001017089853
272	0.001010805424
273	0.00100701135
274	0.001004263581
275	0.001002459663
276	0.001000223266
277	0.0009984040833
278	0.0009944499233
279	0.0009914880376
280	0.0009875659645
281	0.0009838583686
282	0.000975367925
283	0.0009735692688
284	0.0009654518016
285	0.0009617566803
286	0.0009592130352
287	0.0009529050824
288	0.000950225509
289	0.0009426393778
290	0.0009329376216
291	0.0009253192572
292	0.0009218732076
293	0.0009163525314
294	0.0009093614293
295	0.0009041019888
296	0.0009006645633
297	0.0008944161257
298	0.0008874081738
299	0.0008854863435
300	0.0008811052637
301	0.0008748432503
302	0.0008724043443
303	0.0008679114717
304	0.0008670557548
305	0.0008621638859
306	0.0008585200503
307	0.000851552368
308	0.000846995431
309	0.0008419394093
310	0.0008362016079
311	0.0008349059408
312	0.0008264218723
313	0.000821867461
314	0.0008191170009
315	0.0008166473255
316	0.0008114511124
317	0.000809071925
318	0.0008068698058
319	0.0008049929107
320	0.0008002611511
321	0.0007978090957
322	0.0007952330655
323	0.0007912609384
324	0.0007858650275
325	0.0007858479555
326	0.0007833776074
327	0.0007784685301
328	0.0007745686867
329	0.000773030061
330	0.0007690505546
331	0.0007662071144
332	0.0007646680721
333	0.000762707679
334	0.0007610276566
335	0.0007599740471
336	0.0007563575573
337	0.0007527101519
338	0.0007513239818
339	0.0007493611753
340	0.0007453145644
341	0.0007401086098
342	0.0007353125575
343	0.0007310436325
344	0.0007259284213
345	0.0007222602343
346	0.0007200872777
347	0.0007194721488
348	0.0007173210721
349	0.0007124155184
350	0.000710835156
351	0.0007096566623
352	0.0007059168846
353	0.0007045799617
354	0.0007028969391
355	0.0006988420232
356	0.0006967215547
357	0.0006954464409
358	0.0006929350413
359	0.0006891117877
360	0.000686517596
361	0.000685268699
362	0.0006830296759
363	0.0006821101961
364	0.0006778709477
365	0.0006752677211
366	0.0006741497494
367	0.0006707097616
368	0.0006706965057
369	0.0006684122795
370	0.0006645144296
371	0.0006628497205
372	0.000660050975
373	0.0006565909603
374	0.0006520672449
375	0.0006521008534
376	0.0006508006461
377	0.0006507891308
378	0.0006497893913
379	0.0006477574322
380	0.000645523713
381	0.0006430575157
382	0.0006400004681
383	0.000639983463
384	0.0006374580794
385	0.0006354975219
386	0.000633356433
387	0.0006309603621
388	0.0006291834643
389	0.0006256131051
390	0.0006255530517
391	0.0006236684054
392	0.0006212060301
393	0.000619663132
394	0.0006196601862
395	0.0006178399724
396	0.0006139832988
397	0.0006137956527
398	0.0006119231911
399	0.0006119340369
400	0.0006102799363
401	0.0006086648
402	0.0006076343308
403	0.0006055879049
404	0.0006041136024
405	0.000604100949
406	0.0006024366324
407	0.0006008490149
408	0.0005992226981
409	0.0005965975272
410	0.0005950886665
411	0.0005950815699
412	0.0005950665733
413	0.0005943940144
414	0.0005932188284
415	0.0005900618529
416	0.0005872085556
417	0.0005863650085
418	0.0005847955589
419	0.0005838371147
420	0.000582957415
421	0.0005807952917
422	0.0005777925698
423	0.000574698338
424	0.0005746682109
425	0.0005693845406
426	0.0005681934604
427	0.0005681941299
428	0.0005667693301
429	0.0005649119471
430	0.0005621280215
431	0.0005617240167
432	0.0005613376196
433	0.0005612929311
434	0.000561285165
435	0.0005592549651
436	0.0005592370896
437	0.0005592330727
438	0.000559239868
439	0.0005592184443
440	0.0005592316667
441	0.0005592316667
442	0.0005592316667
443	0.0005592316667
444	0.0005592316667
445	0.0005592316667
446	0.0005592316667
447	0.0005592316667
448	0.0005592316667
449	0.0005592316667
450	0.0005592316667
451	0.0005592316667
452	0.0005592316667
453	0.0005592316667
454	0.0005592316667
455	0.0005592316667
456	0.0005592316667
457	0.0005592316667
458	0.0005592316667
459	0.0005592316667
460	0.0005592316667
461	0.0005592316667
462	0.0005592316667
463	0.0005592316667
464	0.0005592316667
465	0.0005592316667
466	0.0005592316667
467	0.0005592316667
468	0.0005592316667
469	0.0005592316667
470	0.0005592316667
471	0.0005592316667
472	0.0005592316667
473	0.0005592316667
474	0.0005592316667
475	0.0005592316667
476	0.0005592316667
477	0.0005592316667
478	0.0005592316667
479	0.0005592316667
480	0.0005592316667
481	0.0005592316667
482	0.0005592316667
483	0.0005592316667
484	0.0005592316667
485	0.0005592316667
486	0.0005592316667
487	0.0005592316667
488	0.0005592316667
489	0.0005592316667
490	0.0005592316667
491	0.0005592316667
492	0.0005592316667
493	0.0005592316667
494	0.0005592316667
495	0.0005592316667
496	0.0005592316667
497	0.0005592316667
498	0.0005592316667
499	0.0005592316667
